date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:18:51	19513/19513	---MCZ	200	added ('OK')	text/css	etag:W/%226335840c-4c39%22	https://adminlte.io/themes/v3/plugins/summernote/summernote-bs4.min.css	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/plugins/summernote/summernote-bs4.min.css	(from https://adminlte.io/themes/v3/)
19:18:51	2057/2057	---M--	200	added ('OK')	image/png	etag:%226335816b-a4d%22	https://adminlte.io/themes/v3/dist/img/AdminLTELogo.png	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/AdminLTELogo.png	(from https://adminlte.io/themes/v3/)
19:18:51	26088/26088	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:10%20GMT	https://adminlte.io/themes/v3/index3.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/index3.html	(from https://adminlte.io/themes/v3/)
19:18:52	2718/2718	---M--	200	added ('OK')	image/jpeg	etag:%226335817f-abe%22	https://adminlte.io/themes/v3/dist/img/user1-128x128.jpg	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/user1-128x128.jpg	(from https://adminlte.io/themes/v3/)
19:18:52	4939/4939	---M--	200	added ('OK')	image/jpeg	etag:%2263358181-1377%22	https://adminlte.io/themes/v3/dist/img/user8-128x128.jpg	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/user8-128x128.jpg	(from https://adminlte.io/themes/v3/)
19:18:53	3355/3355	---M--	200	added ('OK')	image/jpeg	etag:%2263358180-d46%22	https://adminlte.io/themes/v3/dist/img/user3-128x128.jpg	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/user3-128x128.jpg	(from https://adminlte.io/themes/v3/)
19:18:53	6862/6862	---M--	200	added ('OK')	image/jpeg	etag:%226335817f-1af9%22	https://adminlte.io/themes/v3/dist/img/user2-160x160.jpg	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/user2-160x160.jpg	(from https://adminlte.io/themes/v3/)
19:18:53	36041/36041	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:09%20GMT	https://adminlte.io/themes/v3/index.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/index-2.html	(from https://adminlte.io/themes/v3/)
19:18:53	41258/41258	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:09%20GMT	https://adminlte.io/themes/v3/index2.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/index2.html	(from https://adminlte.io/themes/v3/)
19:18:53	69712/69712	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:33%20GMT	https://adminlte.io/themes/v3/pages/widgets.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/widgets.html	(from https://adminlte.io/themes/v3/)
19:18:54	8569/8569	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:25%20GMT	https://adminlte.io/themes/v3/pages/layout/top-nav.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/top-nav.html	(from https://adminlte.io/themes/v3/)
19:18:54	23715/23715	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:25%20GMT	https://adminlte.io/themes/v3/pages/layout/top-nav-sidebar.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/top-nav-sidebar.html	(from https://adminlte.io/themes/v3/)
19:18:54	21343/21343	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:23%20GMT	https://adminlte.io/themes/v3/pages/layout/boxed.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/boxed.html	(from https://adminlte.io/themes/v3/)
19:18:54	21530/21530	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:24%20GMT	https://adminlte.io/themes/v3/pages/layout/fixed-sidebar.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/fixed-sidebar.html	(from https://adminlte.io/themes/v3/)
19:18:55	21732/21732	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:24%20GMT	https://adminlte.io/themes/v3/pages/layout/fixed-sidebar-custom.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/fixed-sidebar-custom.html	(from https://adminlte.io/themes/v3/)
19:18:56	21383/21383	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:25%20GMT	https://adminlte.io/themes/v3/pages/layout/fixed-topnav.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/fixed-topnav.html	(from https://adminlte.io/themes/v3/)
19:18:56	21371/21371	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:24%20GMT	https://adminlte.io/themes/v3/pages/layout/fixed-footer.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/fixed-footer.html	(from https://adminlte.io/themes/v3/)
19:18:57	21372/21372	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:24%20GMT	https://adminlte.io/themes/v3/pages/layout/collapsed-sidebar.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/layout/collapsed-sidebar.html	(from https://adminlte.io/themes/v3/)
19:18:57	29090/29090	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:12%20GMT	https://adminlte.io/themes/v3/pages/charts/chartjs.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/charts/chartjs.html	(from https://adminlte.io/themes/v3/)
19:18:58	29770/29770	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:12%20GMT	https://adminlte.io/themes/v3/pages/charts/flot.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/charts/flot.html	(from https://adminlte.io/themes/v3/)
19:18:58	28695/28695	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:12%20GMT	https://adminlte.io/themes/v3/pages/charts/inline.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/charts/inline.html	(from https://adminlte.io/themes/v3/)
19:18:58	23561/23561	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:12%20GMT	https://adminlte.io/themes/v3/pages/charts/uplot.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/charts/uplot.html	(from https://adminlte.io/themes/v3/)
19:18:59	49305/49305	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:30%20GMT	https://adminlte.io/themes/v3/pages/UI/general.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/general.html	(from https://adminlte.io/themes/v3/)
19:18:59	21130/21130	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:31%20GMT	https://adminlte.io/themes/v3/pages/UI/icons.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/icons.html	(from https://adminlte.io/themes/v3/)
19:18:59	64180/64180	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:30%20GMT	https://adminlte.io/themes/v3/pages/UI/buttons.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/buttons.html	(from https://adminlte.io/themes/v3/)
19:18:59	27230/27230	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:32%20GMT	https://adminlte.io/themes/v3/pages/UI/sliders.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/sliders.html	(from https://adminlte.io/themes/v3/)
19:18:59	37807/37807	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:31%20GMT	https://adminlte.io/themes/v3/pages/UI/modals.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/modals.html	(from https://adminlte.io/themes/v3/)
19:19:00	84927/84927	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:31%20GMT	https://adminlte.io/themes/v3/pages/UI/navbar.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/navbar.html	(from https://adminlte.io/themes/v3/)
19:19:00	23419/23419	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:32%20GMT	https://adminlte.io/themes/v3/pages/UI/timeline.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/timeline.html	(from https://adminlte.io/themes/v3/)
19:19:01	25036/25036	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:31%20GMT	https://adminlte.io/themes/v3/pages/UI/ribbons.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/UI/ribbons.html	(from https://adminlte.io/themes/v3/)
19:19:01	38140/38140	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:21%20GMT	https://adminlte.io/themes/v3/pages/forms/general.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/forms/general.html	(from https://adminlte.io/themes/v3/)
19:19:01	46080/46080	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:21%20GMT	https://adminlte.io/themes/v3/pages/forms/advanced.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/forms/advanced.html	(from https://adminlte.io/themes/v3/)
19:19:02	22952/22952	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:21%20GMT	https://adminlte.io/themes/v3/pages/forms/editors.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/forms/editors.html	(from https://adminlte.io/themes/v3/)
19:19:02	23088/23088	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:21%20GMT	https://adminlte.io/themes/v3/pages/forms/validation.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/forms/validation.html	(from https://adminlte.io/themes/v3/)
19:19:02	39215/39215	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:29%20GMT	https://adminlte.io/themes/v3/pages/tables/simple.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/tables/simple.html	(from https://adminlte.io/themes/v3/)
19:19:02	34265/34265	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:29%20GMT	https://adminlte.io/themes/v3/pages/tables/data.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/tables/data.html	(from https://adminlte.io/themes/v3/)
19:19:02	21660/21660	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:29%20GMT	https://adminlte.io/themes/v3/pages/tables/jsgrid.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/tables/jsgrid.html	(from https://adminlte.io/themes/v3/)
19:19:03	27901/27901	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:11%20GMT	https://adminlte.io/themes/v3/pages/calendar.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/calendar.html	(from https://adminlte.io/themes/v3/)
19:19:03	29693/29693	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:11%20GMT	https://adminlte.io/themes/v3/pages/gallery.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/gallery.html	(from https://adminlte.io/themes/v3/)
19:19:04	25509/25509	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:22%20GMT	https://adminlte.io/themes/v3/pages/kanban.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/kanban.html	(from https://adminlte.io/themes/v3/)
19:19:04	33275/33275	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:26%20GMT	https://adminlte.io/themes/v3/pages/mailbox/mailbox.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/mailbox/mailbox.html	(from https://adminlte.io/themes/v3/)
19:19:05	25657/25657	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:26%20GMT	https://adminlte.io/themes/v3/pages/mailbox/compose.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/mailbox/compose.html	(from https://adminlte.io/themes/v3/)
19:19:06	28661/28661	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:27%20GMT	https://adminlte.io/themes/v3/pages/mailbox/read-mail.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/mailbox/read-mail.html	(from https://adminlte.io/themes/v3/)
19:19:07	24312/24312	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:16%20GMT	https://adminlte.io/themes/v3/pages/examples/invoice.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/invoice.html	(from https://adminlte.io/themes/v3/)
19:19:07	29886/29886	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:18%20GMT	https://adminlte.io/themes/v3/pages/examples/profile.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/profile.html	(from https://adminlte.io/themes/v3/)
19:19:07	28361/28361	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:15%20GMT	https://adminlte.io/themes/v3/pages/examples/e-commerce.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/e-commerce.html	(from https://adminlte.io/themes/v3/)
19:19:08	31510/31510	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:19%20GMT	https://adminlte.io/themes/v3/pages/examples/projects.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/projects.html	(from https://adminlte.io/themes/v3/)
19:19:08	22910/22910	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:18%20GMT	https://adminlte.io/themes/v3/pages/examples/project-add.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/project-add.html	(from https://adminlte.io/themes/v3/)
19:19:08	25025/25025	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:18%20GMT	https://adminlte.io/themes/v3/pages/examples/project-edit.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/project-edit.html	(from https://adminlte.io/themes/v3/)
19:19:08	25078/25078	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:18%20GMT	https://adminlte.io/themes/v3/pages/examples/project-detail.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/project-detail.html	(from https://adminlte.io/themes/v3/)
19:19:09	31130/31130	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:14%20GMT	https://adminlte.io/themes/v3/pages/examples/contacts.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/contacts.html	(from https://adminlte.io/themes/v3/)
19:19:09	24684/24684	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:15%20GMT	https://adminlte.io/themes/v3/pages/examples/faq.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/faq.html	(from https://adminlte.io/themes/v3/)
19:19:09	21639/21639	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:14%20GMT	https://adminlte.io/themes/v3/pages/examples/contact-us.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/contact-us.html	(from https://adminlte.io/themes/v3/)
19:19:09	2271/2271	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:17%20GMT	https://adminlte.io/themes/v3/pages/examples/login.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/login.html	(from https://adminlte.io/themes/v3/)
19:19:10	2678/2678	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:20%20GMT	https://adminlte.io/themes/v3/pages/examples/register.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/register.html	(from https://adminlte.io/themes/v3/)
19:19:10	1659/1659	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:15%20GMT	https://adminlte.io/themes/v3/pages/examples/forgot-password.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/forgot-password.html	(from https://adminlte.io/themes/v3/)
19:19:10	1784/1784	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:19%20GMT	https://adminlte.io/themes/v3/pages/examples/recover-password.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/recover-password.html	(from https://adminlte.io/themes/v3/)
19:19:11	2302/2302	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:17%20GMT	https://adminlte.io/themes/v3/pages/examples/login-v2.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/login-v2.html	(from https://adminlte.io/themes/v3/)
19:19:11	2697/2697	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:19%20GMT	https://adminlte.io/themes/v3/pages/examples/register-v2.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/register-v2.html	(from https://adminlte.io/themes/v3/)
19:19:11	1601/1601	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:15%20GMT	https://adminlte.io/themes/v3/pages/examples/forgot-password-v2.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/forgot-password-v2.html	(from https://adminlte.io/themes/v3/)
19:19:12	1822/1822	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:19%20GMT	https://adminlte.io/themes/v3/pages/examples/recover-password-v2.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/recover-password-v2.html	(from https://adminlte.io/themes/v3/)
19:19:12	1591/1591	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:16%20GMT	https://adminlte.io/themes/v3/pages/examples/lockscreen.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/lockscreen.html	(from https://adminlte.io/themes/v3/)
19:19:13	21987/21987	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:16%20GMT	https://adminlte.io/themes/v3/pages/examples/legacy-user-menu.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/legacy-user-menu.html	(from https://adminlte.io/themes/v3/)
19:19:13	21663/21663	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:16%20GMT	https://adminlte.io/themes/v3/pages/examples/language-menu.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/language-menu.html	(from https://adminlte.io/themes/v3/)
19:19:13	21344/21344	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:13%20GMT	https://adminlte.io/themes/v3/pages/examples/404.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/404.html	(from https://adminlte.io/themes/v3/)
19:19:14	21327/21327	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:14%20GMT	https://adminlte.io/themes/v3/pages/examples/500.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/500.html	(from https://adminlte.io/themes/v3/)
19:19:14	21501/21501	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:18%20GMT	https://adminlte.io/themes/v3/pages/examples/pace.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/pace.html	(from https://adminlte.io/themes/v3/)
19:19:14	21178/21178	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:14%20GMT	https://adminlte.io/themes/v3/pages/examples/blank.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/examples/blank.html	(from https://adminlte.io/themes/v3/)
19:19:14	8764/8764	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:40:10%20GMT	https://adminlte.io/themes/v3/starter.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/starter.html	(from https://adminlte.io/themes/v3/)
19:19:15	20806/20806	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:28%20GMT	https://adminlte.io/themes/v3/pages/search/simple.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/search/simple.html	(from https://adminlte.io/themes/v3/)
19:19:16	21780/21780	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2011:29:27%20GMT	https://adminlte.io/themes/v3/pages/search/enhanced.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/pages/search/enhanced.html	(from https://adminlte.io/themes/v3/)
19:19:16	19984/19984	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202022%2009:53:54%20GMT	https://adminlte.io/themes/v3/iframe.html	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/iframe.html	(from https://adminlte.io/themes/v3/)
19:19:17	6315/6315	---M--	200	added ('OK')	image/jpeg	etag:%2263358180-18db%22	https://adminlte.io/themes/v3/dist/img/user7-128x128.jpg	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/user7-128x128.jpg	(from https://adminlte.io/themes/v3/)
19:19:17	6367/6367	---M--	200	added ('OK')	image/jpeg	etag:%2263358180-190f%22	https://adminlte.io/themes/v3/dist/img/user5-128x128.jpg	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/user5-128x128.jpg	(from https://adminlte.io/themes/v3/)
19:19:18	4212/4212	---M--	200	added ('OK')	image/jpeg	etag:%2263358180-109a%22	https://adminlte.io/themes/v3/dist/img/user6-128x128.jpg	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/dist/img/user6-128x128.jpg	(from https://adminlte.io/themes/v3/)
19:19:18	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%226335831a-15d9d%22	https://adminlte.io/themes/v3/plugins/jquery/jquery.min.js	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/plugins/jquery/jquery.min.js	(from https://adminlte.io/themes/v3/)
19:19:18	254921/254921	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263358328-3e3c9%22	https://adminlte.io/themes/v3/plugins/jquery-ui/jquery-ui.min.js	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/plugins/jquery-ui/jquery-ui.min.js	(from https://adminlte.io/themes/v3/)
19:19:19	83253/83253	---MCZ	200	added ('OK')	application/javascript	etag:W/%226335819f-14535%22	https://adminlte.io/themes/v3/plugins/bootstrap/js/bootstrap.bundle.min.js	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/plugins/bootstrap/js/bootstrap.bundle.min.js	(from https://adminlte.io/themes/v3/)
19:19:21	173077/173077	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633581b2-2a415%22	https://adminlte.io/themes/v3/plugins/chart.js/Chart.min.js	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/plugins/chart.js/Chart.min.js	(from https://adminlte.io/themes/v3/)
19:19:21	5353/5353	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633583da-1c33%22	https://adminlte.io/themes/v3/plugins/sparklines/sparkline.js	C:/Users/ngson/Downloads/adminstudent/adminlte.io/themes/v3/plugins/sparklines/sparkline.js	(from https://adminlte.io/themes/v3/)
